G2U1G	CHEMBL155926
3U3U3U3U3U3U3VO2	CHEMBL2447914
2U2UU2UU2U1VO1	CHEMBL2229362
Q3U3	CHEMBL2251452
4U2OV1	CHEMBL2251453
3U3OV1	CHEMBL2251454
Q2U10	CHEMBL2228468
Q2U11	CHEMBL2228469
Q2U12	CHEMBL2228470
10V1	CHEMBL2228472
7V1	CHEMBL2228473
Q2U8	CHEMBL2228372
VH11	CHEMBL2228373
VH8	CHEMBL2228376
VH9	CHEMBL2228377
QV1U8	CHEMBL2229622
Q2MV1U1S1	CHEMBL2235398
QV1U4	CHEMBL2252747
QV1U4	CHEMBL2252748
2SWM3MSW2	CHEMBL2234359
2SWM4MSW2	CHEMBL2234360
2SWM5MSW2	CHEMBL2234361
3SWM5MSW3	CHEMBL2234363
1SWM3MSW1	CHEMBL2234355
1SWM4MSW1	CHEMBL2234356
1SWM5MSW1	CHEMBL2234357
2SWM2MSW2	CHEMBL2234358
VH1U10	CHEMBL2228452
VH1U12	CHEMBL2228453
6OV1	CHEMBL2228454
7OV1	CHEMBL2228455
8OV1	CHEMBL2228456
9OV1	CHEMBL2228457
10OV1	CHEMBL2228458
11OV1	CHEMBL2228459
12OV1	CHEMBL2228460
ZV1M6Z	CHEMBL2238456
13OV1	CHEMBL2228461
14OV1	CHEMBL2228462
Q2U4	CHEMBL2228463
Q2U5	CHEMBL2228464
Q2U6	CHEMBL2228465
Q2U7	CHEMBL2228466
Q2U9	CHEMBL2228467
Q3MV17	CHEMBL2238331
1SWM2MSW1	CHEMBL2234320
17VO2U1	CHEMBL2229590
6U2U1VO2	CHEMBL2229606
QV22U6U8	CHEMBL3103082
QV22U8U6	CHEMBL3103083
QV22U11U3	CHEMBL3103084
QV30U11U3	CHEMBL3103085
QV10U11	CHEMBL3103072
QV3U11U3	CHEMBL3103078
QV36	CHEMBL3103071
Q14U14	CHEMBL3103073
QV13U14	CHEMBL3103074
Q23U14	CHEMBL3103075
QV22U14	CHEMBL3103076
QV22U18	CHEMBL3103077
QV8U11U3	CHEMBL3103079
QV11U11U3	CHEMBL3103080
QV22U3U11	CHEMBL3103081
2M3M2U2M3M2 &GH	CHEMBL3104344
1VMMV1	CHEMBL3091852
ZMV1	CHEMBL3091859
ZMV2VMZ	CHEMBL3091861
3U3U3U3U3U5U1	CHEMBL3120704
QV5MVM5VQ	CHEMBL3109664
Z2O2O2Q	CHEMBL3092861
1VM5MV1	CHEMBL3120730
3VM6MV3	CHEMBL3120736
ZMV1U1VMZ	CHEMBL3091860
ZMV10VMZ	CHEMBL3091862
QM10U1	CHEMBL3115950
QM2U2U3U4	CHEMBL3115951
6U3U3U3U5U1	CHEMBL3120703
1VM3MV1	CHEMBL3120729
VHO7	CHEMBL2270392
VHO3	CHEMBL2270393
VHO4	CHEMBL2270394
VHO2OVH	CHEMBL2270395
4VO2OV4	CHEMBL2268573
5VO2OV5	CHEMBL2268574
7VO2O2OV7	CHEMBL2268557
7VO5OV7	CHEMBL2268563
VH1V7	CHEMBL2263516
VH1V11	CHEMBL2263517
3VO5OV3	CHEMBL2268558
4VO5OV4	CHEMBL2268560
5VO5OV5	CHEMBL2268561
3VO2O2O2OV3	CHEMBL2268569
4VO2O2O2OV4	CHEMBL2268570
3VO2OV3	CHEMBL2268571
17OV16	CHEMBL2263511
18VO17	CHEMBL2263512
VH1U2U3	CHEMBL2269080
5V2	CHEMBL2269087
Q2U3	CHEMBL2269088
6VO2U1	CHEMBL2268885
3MVS2	CHEMBL2269069
QV27	CHEMBL2261064
5VO2O2OV5	CHEMBL2268856
15VO6OV15	CHEMBL2262533
QV9U2UU2U2U2	CHEMBL2269542
QV8U2U1V5	CHEMBL2253146
4UU2UU2U1VO1	CHEMBL2269913
VHO6	CHEMBL2270391
Z3M5V1 &GH &GH	CHEMBL3142707
QV8U3U6 &QV5U3U3U6 &QV3U3U3U3U3U6 &QV8U3U3U3 &QV7U3U3U3U3 &QV6U3U3U3U3U3 &QV5U3U3U3U3U3 &QV4U3U3U3U3U3 &QV3U3U3U3U3U3U3	CHEMBL3137327
QV1OV7	CHEMBL3221586
QSWO1	CHEMBL3219364
SH2U1	CHEMBL3222024
Z1V5VQ	CHEMBL3138845
Z2SS2MV3VM2SS2MV3VM2SS2Z &GH &GH	CHEMBL3216486
Z3M5SV1 &GH &GH	CHEMBL3216593
3MVM3M3M3MVM3 &GH &GH	CHEMBL3216701
Z3M5V1SV1 &GH &GH	CHEMBL3217245
Z8Z &GH &GH	CHEMBL3216710
3MVM3M6M3MVM3 &GH &GH	CHEMBL3215867
Z3S3Z &GH &GH	CHEMBL3215964
Z3M5V1O1 &GH &GH	CHEMBL3216818
QV5U12	CHEMBL3139878
2M4M4M4M4M2U2M4M4M4M3M2	CHEMBL3220506
2MVM3M6M3MVM2 &GH &GH	CHEMBL3216102
QV1MV9	CHEMBL3221595
Z3M5VMQ &GH &GH	CHEMBL3215699
Z3M5SH &GH &GH	CHEMBL3215700
Z3M5SW1 &GH &GH	CHEMBL3215701
Z3M5VQ &GH &GH	CHEMBL3215702
Z4S3Z &GH &GH	CHEMBL3216865
Z3O3Z &GH &GH	CHEMBL3217082
9U8VMSWM3	CHEMBL3219356
QV1OV5	CHEMBL3221587
QV1OV9	CHEMBL3221589
Z2SS2MV2VM2SS2MV2VM2SS2Z &GH &GH	CHEMBL3215831
2MVM3M4M3MVM2 &GH &GH	CHEMBL3216251
2MVM3M7M3MVM2 &GH &GH	CHEMBL3216252
QV2MV2M2	CHEMBL3219496
QV1SV9	CHEMBL3221583
QV1OV13	CHEMBL3221584
QV1OV11	CHEMBL3221585
Z4Z &GH	CHEMBL3229239
3MVM3M7M3MVM3 &GH &GH	CHEMBL3216255
2MVM3M3M3MVM2 &GH &GH	CHEMBL3216053
3MVM3M4M3MVM3 &GH &GH	CHEMBL3217135
9U4OV1	CHEMBL3182001
SH2S2SH	CHEMBL3182274
1O2O2O2O2O1	CHEMBL3182543
5OV3	CHEMBL3183048
2VO1	CHEMBL3183973
Q6U3	CHEMBL3182724
2OV9U1	CHEMBL3182950
Q9U1	CHEMBL3183198
E15	CHEMBL3183401
NC7	CHEMBL3183772
9OV4VO7	CHEMBL3183805
Q2O2O2O3	CHEMBL3184425
QV8U7	CHEMBL3182018
15U1	CHEMBL3182381
ZVM4	CHEMBL3182932
2OV2V1	CHEMBL3182933
GVO2	CHEMBL3183406
ZMVO1	CHEMBL3183780
QV4VO1	CHEMBL3183809
5S5	CHEMBL3184537
Q3U3	CHEMBL3184538
E5E	CHEMBL3182198
NC1U11	CHEMBL3182652
2U3U9OV1	CHEMBL3183149
NCS12	CHEMBL3183269
3U11OV1	CHEMBL3181839
GVO1	CHEMBL3182300
Q2S8	CHEMBL3183276
ZM2Q	CHEMBL3183346
Z2O2Q	CHEMBL3183757
E14	CHEMBL3184338
1M1 &WNQ	CHEMBL3183852
NC2O8	CHEMBL3181931
2U3U1	CHEMBL3182034
G2U2G	CHEMBL3182662
Q2OV8U9	CHEMBL3182752
NC2S2CN	CHEMBL3184544
E12	CHEMBL3184907
12I	CHEMBL3181940
Q4O1U1	CHEMBL3182123
G2U2G	CHEMBL3182125
1U1O2O2O1U1	CHEMBL3183169
2OVVO2	CHEMBL3183226
Z2O2Z	CHEMBL3183428
6U3U8VO1	CHEMBL3183866
Q2O9U9	CHEMBL3183983
G14	CHEMBL3184755
4V1U2	CHEMBL3185048
Q1MVM1Q	CHEMBL3185052
Q2O18	CHEMBL3181944
9U8VO4	CHEMBL3183174
G2S2	CHEMBL3183525
10U2U2U2U2U1VO2	CHEMBL3183842
7VO1	CHEMBL3183908
Z3O8	CHEMBL3183992
Q1MV1G	CHEMBL3184823
G10	CHEMBL3185190
E13	CHEMBL3183299
QV9VQ	CHEMBL3183300
NC2OV1U1	CHEMBL3184893
6OV7VO6	CHEMBL3184936
SH12	CHEMBL3185403
1VO9U1	CHEMBL3185404
1VVO1	CHEMBL3185405
QV1U1VO1	CHEMBL3181865
SH8	CHEMBL3182056
1U1VO4OV1U1	CHEMBL3182145
7VO6	CHEMBL3182596
6U2VO1	CHEMBL3183304
8M1	CHEMBL3184897
6UU1VO1	CHEMBL3185035
2O2O2OV1U1	CHEMBL3184039
SH1VO2	CHEMBL3181965
G6G	CHEMBL3183456
2O2O2OV1	CHEMBL3185106
QV2OV1U1	CHEMBL3185107
VH10U5	CHEMBL3185124
7UU1VO1	CHEMBL3185173
1OVO1	CHEMBL3185216
NC2U2	CHEMBL3181969
E17	CHEMBL3182248
G9	CHEMBL3182251
1O3O3O1	CHEMBL3182517
NC1U3	CHEMBL3185046
VH9U1	CHEMBL3185269
6OV4VO6	CHEMBL3185271
3U11OV1	CHEMBL3182789
QV1U2	CHEMBL3185203
1U1VO2OV1U1	CHEMBL3185327
ZVZ &QQ	CHEMBL3184026
GSW8	CHEMBL3184616
NC2O2O2CN	CHEMBL3182354
6OV3	CHEMBL3182794
G1O1	CHEMBL3185256
3OV2	CHEMBL3185284
17H	CHEMBL3185332
Q5U3	CHEMBL3184730
12S1	CHEMBL3184767
QV10VQ	CHEMBL3182356
Z2Z &IH &IH	CHEMBL3182879
9I	CHEMBL3184063
Q2O2O2O4	CHEMBL3184092
7U1VO1	CHEMBL3184812
9VO2	CHEMBL3184829
1OV1U1VO1	CHEMBL3181998
4OV7VO4	CHEMBL3182086
3V2	CHEMBL3184187
6VO2	CHEMBL3184220
GSW4	CHEMBL3184302
Z3 &WNQ	CHEMBL3184359
Q1VO4	CHEMBL3184386
4M4	CHEMBL3184528
G16	CHEMBL3184566
ZM1 &QSWQ	CHEMBL3184622
QV1S11	CHEMBL3184945
1VO2O2O2OV1	CHEMBL3186191
12U1	CHEMBL3186542
8S2	CHEMBL3186809
8OV8VO8	CHEMBL3187412
3U3OV2	CHEMBL3188009
SH8SH	CHEMBL3188161
SH4	CHEMBL3188256
2M2 &GH	CHEMBL3188625
QV3U1	CHEMBL3185583
Z3O1	CHEMBL3186458
4MVM4	CHEMBL3186549
Q8U2U2	CHEMBL3187120
13OV2S2VO13	CHEMBL3187330
17U1	CHEMBL3187417
NC1CN	CHEMBL3187514
G18	CHEMBL3187568
Q2O6	CHEMBL3188016
Q2M2	CHEMBL3188262
Q2MV1	CHEMBL3188272
NC1VO4	CHEMBL3186378
SH2VO4	CHEMBL3186821
8VO2	CHEMBL3187336
Q2UU2Q	CHEMBL3187551
5VO3U3	CHEMBL3187552
Q2U2U2	CHEMBL3187813
6M6	CHEMBL3188279
ZVMMVZ	CHEMBL3188383
SH2VO1	CHEMBL3188420
4OV2V1	CHEMBL3188634
QV1CN	CHEMBL3185860
2VOV2	CHEMBL3186472
SH1VO2OV1SH	CHEMBL3186931
5OV4	CHEMBL3187606
4O1MV1U1	CHEMBL3187607
10OV1U1	CHEMBL3187720
E9	CHEMBL3188426
1OV7VO1	CHEMBL3188858
3SS2U1	CHEMBL3187351
3OV4VO3	CHEMBL3187954
Q2U2Q	CHEMBL3188586
1U2OV1U1VO2U1	CHEMBL3186659
NC1VO2O1	CHEMBL3186943
GV1G	CHEMBL3187685
G1V1VO2	CHEMBL3187729
G1O1G	CHEMBL3185875
3M3	CHEMBL3185961
6OV2	CHEMBL3186132
Z2M2Q	CHEMBL3186403
5V1U1	CHEMBL3186486
SH2O2O2SH	CHEMBL3187655
QV1U1VO2	CHEMBL3188441
VHMMVH	CHEMBL3185965
ZMV4VMZ	CHEMBL3185968
Z2 &WNQ	CHEMBL3186052
1V1VO1	CHEMBL3186053
1VO2OV1	CHEMBL3186227
5VO5	CHEMBL3187784
11VO2	CHEMBL3187842
E11	CHEMBL3188046
QV11VQ	CHEMBL3187746
6I	CHEMBL3188734
NC9	CHEMBL3185975
G1VO2	CHEMBL3186148
3O3	CHEMBL3187166
Q2O2UU2O2Q	CHEMBL3187230
NC1G	CHEMBL3187297
2OV1U1VO2	CHEMBL3187857
GVO2O2OVG	CHEMBL3188675
E16	CHEMBL3188886
E4E	CHEMBL3185714
NC1U3	CHEMBL3185899
2V1U2	CHEMBL3186070
7OV3	CHEMBL3186512
Q2U4U3	CHEMBL3186514
9U1	CHEMBL3187990
G2O2O2G	CHEMBL3188977
GV8	CHEMBL3189014
QV2VO2OV1U1	CHEMBL3189015
QV3MV6U3U3U3U6	CHEMBL3187308
4OVVO4	CHEMBL3185643
NC1VO2	CHEMBL3186698
4OV4VO4	CHEMBL3188143
VH1U2U5	CHEMBL3185994
1OV8VO1	CHEMBL3186083
1U2M2U1	CHEMBL3186706
6OV5	CHEMBL3187323
Z2Q &VHQ	CHEMBL3189034
E1VVO2	CHEMBL3185574
NC1M1CN	CHEMBL3186090
Z2O2O2Z	CHEMBL3186348
E6	CHEMBL3187491
3VV1	CHEMBL3187497
9U8VO2OV8U9	CHEMBL3188920
Q2O3	CHEMBL3189002
GSWG	CHEMBL3186735
Q2O2O2O2O4	CHEMBL3186714
Z3O2O2O3Z	CHEMBL3187499
Q4OV1U1	CHEMBL3189040
SH3Q	CHEMBL3234722
SH2VO2	CHEMBL3234723
QVV4	CHEMBL3247426
5O1V1O5	CHEMBL3249571
Z6SH	CHEMBL3247584
5SWO2M2OSW5 &GH	CHEMBL3248880
1SWO2M2OSW1 &GH	CHEMBL3248876
3OV1U1VO3	CHEMBL3247948
3OV1U1VO3	CHEMBL3247949
4OV1U1VO4	CHEMBL3247950
5OV1U1VO5	CHEMBL3247951
2SWO2M2OSW2 &GH	CHEMBL3248877
3SWO2M2OSW3 &GH	CHEMBL3248878
4SWO2M2OSW4 &GH	CHEMBL3248879
1OV1UU1VO1	CHEMBL3248452
3SWO6M3OSW3 &GH	CHEMBL3248890
Z6S1	CHEMBL3247585
5OV1U1VO5	CHEMBL3247952
6OV1U1VO6	CHEMBL3247953
6OV1U1VO6	CHEMBL3247954
2SWO3M3OSW2 &GH	CHEMBL3248881
3SWO3M3OSW3 &GH	CHEMBL3248882
4SWO3M3OSW3 &GH	CHEMBL3248883
1SWO6M2OSW1 &GH	CHEMBL3248884
2SWO6M2OSW2 &GH	CHEMBL3248885
3SWO6M2OSW3 &GH	CHEMBL3248886
4SWO2M6OSW3 &GH	CHEMBL3248887
1OV2U1VO1	CHEMBL3247959
1SWO6M3OSW1 &GH	CHEMBL3248888
2SWO6M3OSW2 &GH	CHEMBL3248889
Z9M2SS2M9Z	CHEMBL3305204
5SWO2M2OSW5	CHEMBL3303663
Z8M2SS2M8Z	CHEMBL3305526
2SWO6M2OSW2	CHEMBL3302018
1SWO2M2OSW1	CHEMBL3302572
QSW2U1	CHEMBL3306381
QSW1Q	CHEMBL3306384
4SWO2M2OSW4	CHEMBL3302839
3SWO3M3OSW3	CHEMBL3302725
1SWO6M2OSW1	CHEMBL3302726
3SWO6M2OSW3	CHEMBL3302727
QSWO9	CHEMBL3305966
2SWO6M3OSW2	CHEMBL3303205
Z12M2SS2M12Z	CHEMBL3304764
Z10M2SS2M10Z	CHEMBL3304765
3SWO6M3OSW3	CHEMBL3302201
2SWO2M2OSW2	CHEMBL3302348
3SWO2M2OSW3	CHEMBL3302349
2SWO3M3OSW2	CHEMBL3303477
4SWO3M3OSW3	CHEMBL3303478
4SWO2M6OSW3	CHEMBL3303479
QSW2M1	CHEMBL3306207
1SWO6M3OSW1	CHEMBL3303487
Z7M2SS2M7Z	CHEMBL3304782
Q1V1F	CHEMBL3276492
G1V1OV1	CHEMBL3276494
F1V1OV1	CHEMBL3276495
Z9M2SS2M9Z &GH	CHEMBL3277610
Z8M2SS2M8Z &GH	CHEMBL3277611
2OV1MV1	CHEMBL3278870
2VM1VO1	CHEMBL3278876
Z2UU1	CHEMBL3263480
ZVO3	CHEMBL3276739
ZVO4	CHEMBL3276742
4OV1U2	CHEMBL3273386
1OV1U2I	CHEMBL3273395
G2U1VO1	CHEMBL3272366
QMVM2	CHEMBL3272381
ZVO5	CHEMBL3272404
1OV4MV1I	CHEMBL3278646
QV4MV1I	CHEMBL3278661
1SWM1VO1	CHEMBL3278871
G1VM1VO1	CHEMBL3278872
2OVM1VO1	CHEMBL3278873
ZVO6	CHEMBL3277152
ZVO7	CHEMBL3277153
ZVO8	CHEMBL3277154
3OV1U2	CHEMBL3273384
5OV1U2	CHEMBL3273385
2U1VO1	CHEMBL3273387
QMVM3	CHEMBL3274874
Z12M2SS2M12Z &GH	CHEMBL3277608
Z10M2SS2M10Z &GH	CHEMBL3277609
1VM1VO1	CHEMBL3278878
F2U1VO1	CHEMBL3273388
E2U1VO1	CHEMBL3273389
E2U1VO2	CHEMBL3273390
E2U1VO3	CHEMBL3273391
E2U1VO4	CHEMBL3273392
E2U1VO5	CHEMBL3273393
E2U1VO6	CHEMBL3273394
2OV1U2I	CHEMBL3273396
3OV1U2I	CHEMBL3273397
4OV1U2I	CHEMBL3273398
5OV1U2I	CHEMBL3273399
6OV1U2I	CHEMBL3273400
ZVMO1VO2	CHEMBL3275237
2S1VM1VO1	CHEMBL3278883
16O1V1O16	CHEMBL3273582
Z7M2SS2M7Z &GH	CHEMBL3277612
Z6M2SS2M6Z &GH	CHEMBL3277613
Z5M2SS2M5Z	CHEMBL3277614
1OV1U2O1	CHEMBL3273402
2U1VO2	CHEMBL3273403
6OV1U2	CHEMBL3273404
VHM1U6	CHEMBL3277708
13V1	CHEMBL3273567
14V1	CHEMBL3273568
13V2	CHEMBL3273569
12V3	CHEMBL3273570
11V4	CHEMBL3273571
10V5	CHEMBL3273572
9V6	CHEMBL3273573
8V7	CHEMBL3273574
15V1	CHEMBL3273575
16V1	CHEMBL3273576
3SSS3	CHEMBL3222023
QV4U4U11	CHEMBL3426918
Z3M4MV1O1 &GH	CHEMBL3356846
Z4M3MV1S2MV1 &GH	CHEMBL3356849
Z3M4MV1S2MV1 &GH	CHEMBL3356850
Z3M4M3MV1S2MV2MV1 &GH	CHEMBL3356851
5MVO4UU1	CHEMBL3427090
1U8MVO4UU1	CHEMBL3427091
QSWO2O12	CHEMBL3306795
1S2U1VO1	CHEMBL3273401
QSWSSSWQ	CHEMBL3306828
QV1U9	CHEMBL3307202
Z4M3MV1S2MV2MV1	CHEMBL3545890
Z4MV1O1	CHEMBL3545891
Z4M3MV1O1	CHEMBL3545892
Z3M4M3MV1S2MV1	CHEMBL3545896
Z2M2M2MV1	CHEMBL3526873
Z4M3MV1S2MV1	CHEMBL3547471
Z3M4MV1S2MV1	CHEMBL3547472
Z3M4M3MV1S2MV2MV1	CHEMBL3547473
Z3M4MV1O1	CHEMBL3547425
Z3M2M2M2Z	CHEMBL3526694
Z3M2M2M2MV1	CHEMBL3526695
Z2M2M2M3MV1	CHEMBL3526696
15VO2	CHEMBL3561042
GV11	CHEMBL3561663
NCE	CHEMBL3561885
E6E	CHEMBL3559826
G2U1G	CHEMBL3561804
E10	CHEMBL3559832
4OV2	CHEMBL3561586
2OV2O2	CHEMBL3561286
GSW12	CHEMBL3561591
QV8U3U3U3	CHEMBL3560296
NC2O2CN	CHEMBL3560844
6OV1U1	CHEMBL3561313
QV2SS2U1	CHEMBL3596571
NC2O1	CHEMBL3560782
VH1U2	CHEMBL3561468
1OV2O1	CHEMBL3561708
GVO2OVG	CHEMBL3559948
4O2	CHEMBL3561108
4OV9U1	CHEMBL3561787
Z7	CHEMBL3561940
4O2OV8VO2O4	CHEMBL3561119
Z1 &WNQ	CHEMBL3560728
4O1U1	CHEMBL3561125
4S4	CHEMBL3561568
VH1U2UU2UU2U2U3V3	CHEMBL3601329
3V3U2U2UU2UU2U2OV1	CHEMBL3601326
G1VO2U2UU2UU2U2U3V3	CHEMBL3601328
QV1U2UU2UU2U2U3V3	CHEMBL3601330
Q2U2UU2UU2U2U3V3	CHEMBL3600603
11VM6	CHEMBL3601386
ZSWM10	CHEMBL3617408
QV1SCN	CHEMBL3580403
1U2M1	CHEMBL3558338
QSW7U5MVM5	CHEMBL3558237
4M2U1	CHEMBL3558346
NC2SW1	CHEMBL3989943
Q2MV4U3U3U3U6	CHEMBL3638052
8MVM3	CHEMBL3661332
NC4SWM1	CHEMBL3669307
8MVO1	CHEMBL3657186
G4SWM1	CHEMBL3669303
Z4SWM1	CHEMBL3669305
11MVM4	CHEMBL3661342
12MVM4	CHEMBL3661345
8MVM5	CHEMBL3661333
8MVM6	CHEMBL3661335
10OVM1	CHEMBL3657187
-NA- &I	CHEMBL3707217
ZMV6VMQ	CHEMBL3758759
ZMV4VMQ	CHEMBL3760101
Z3M12	CHEMBL3760028
Z2M10	CHEMBL3759553
Z2M14	CHEMBL3759560
Z3M10	CHEMBL3759021
Z3M14	CHEMBL3759937
ZMV5VMQ	CHEMBL3759293
QV1SV1	CHEMBL3793817
QSWSSSSSWQ	CHEMBL3754891
QSWSSSSWQ	CHEMBL3754892
QSWSSWQ	CHEMBL3754893
6M10VO1	CHEMBL3786909
Q2VO2	CHEMBL3786150
Z2MV4U3U3U3U3U3	CHEMBL3786252
QV8U2U2U2U3	CHEMBL3785424
12M10VO1	CHEMBL3785206
18M10VO1	CHEMBL3786090
6MSWM2VO1	CHEMBL3754185
Z2SH &GH &GH	CHEMBL3763421
QSWMSWQ &-NA-	CHEMBL3746920
QV1S7UU7	CHEMBL3765021
7U1V2SS2V1U7	CHEMBL3813721
8V2SS2V1U7	CHEMBL3814517
2OV2SS2U1	CHEMBL3819286
8V2SS2V8	CHEMBL3814210
Z2O2O2O6G	CHEMBL3814252
VH1Q	CHEMBL3884509
Z2UU2Z	CHEMBL3890199
E2U1VO2	CHEMBL3896702
Z2U2Z	CHEMBL3899142
Z2U1U3	CHEMBL3893497
ZMV1SH	CHEMBL3890628
QV12U4U13	CHEMBL3925528
Z2U1G	CHEMBL3945274
Z2UU1CN	CHEMBL3947059
Z2U1U1	CHEMBL3951138
Z2UU1E	CHEMBL3934737
Z2U1G	CHEMBL3974691
ZMV1S1	CHEMBL3972862
Z2UU2UU2Z	CHEMBL3959255
Z3UU2	CHEMBL3982678
